RLVKEY;SEMESTER;TYP;STUNDEN;CREDITS;LV_STATUS_NR;LV_STATUS;KOMPONENTEN_TYP;FRAGE_TYP;FRAGETEXT;OPTIONEN;ANTWORT;OPTIONNR;FREITEXT
277f6a00a09fc6d;18W;UE;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 736;n/a;positiv;-2;sehr interessante Themen
277f6a00a09fc6d;19S;PS;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 737;n/a;positiv;-2;auf Studierende eingegangen
974e077c94dfc81;20W;VO;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 738;n/a;neutral;-1;sympathischer LV-Leiter
ca76fca5fb653f5;17S;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 739;n/a;negativ;-1;auf Studierende eingegangen
974e077c94dfc81;19S;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 740;n/a;negativ;-2;gut strukturierte LV
974e077c94dfc81;20W;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 741;n/a;negativ;-2;sympathischer LV-Leiter
974e077c94dfc81;19S;VC;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 742;n/a;positiv;-2;gut strukturierte LV
974e077c94dfc81;16S;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 743;n/a;negativ;-1;gut strukturierte LV
757aeb0f3e66c44;18W;VO;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 744;n/a;positiv;-1;gut strukturierte LV
757aeb0f3e66c44;16S;VO;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 745;n/a;positiv;-2;sehr interessante Themen
959353896063576;16S;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 746;n/a;;-1;
277f6a00a09fc6d;16S;PS;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 747;n/a;neutral;-1;sympathischer LV-Leiter
974e077c94dfc81;20W;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 748;n/a;negativ;-1;gut strukturierte LV
974e077c94dfc81;19S;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 749;n/a;negativ;-1;sympathischer LV-Leiter
757aeb0f3e66c44;19S;VO;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 750;n/a;;-2;sehr interessante Themen
a53e6669754588d;20W;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 751;n/a;positiv;-2;gut strukturierte LV
277f6a00a09fc6d;20W;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 752;n/a;positiv;-1;auf Studierende eingegangen
277f6a00a09fc6d;19S;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 753;n/a;neutral;-2;
974e077c94dfc81;16S;PS;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 754;n/a;;-1;sympathischer LV-Leiter
757aeb0f3e66c44;18W;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 755;n/a;negativ;-2;
a53e6669754588d;16S;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 756;n/a;positiv;-2;
277f6a00a09fc6d;20W;VC;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 757;n/a;neutral;-2;
959353896063576;16S;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 758;n/a;negativ;-1;auf Studierende eingegangen
757aeb0f3e66c44;18W;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 759;n/a;;-2;sehr interessante Themen
ca76fca5fb653f5;17S;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 760;n/a;negativ;-2;auf Studierende eingegangen
a53e6669754588d;19S;VC;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 761;n/a;positiv;-2;sympathischer LV-Leiter
974e077c94dfc81;20W;PS;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 762;n/a;negativ;-2;sehr interessante Themen
757aeb0f3e66c44;20W;UE;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 763;n/a;;-1;
a53e6669754588d;18W;VO;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 764;n/a;;-2;
974e077c94dfc81;20W;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 765;n/a;neutral;-2;gut strukturierte LV
959353896063576;20W;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 766;n/a;positiv;-1;gut strukturierte LV
974e077c94dfc81;18W;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 767;n/a;positiv;-2;sympathischer LV-Leiter
974e077c94dfc81;20W;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 768;n/a;;-1;
ca76fca5fb653f5;16S;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 769;n/a;negativ;-1;sympathischer LV-Leiter
757aeb0f3e66c44;19S;VC;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 770;n/a;;-1;sympathischer LV-Leiter
757aeb0f3e66c44;17S;UE;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 771;n/a;negativ;-1;auf Studierende eingegangen
757aeb0f3e66c44;17S;PS;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 772;n/a;neutral;-2;sympathischer LV-Leiter
974e077c94dfc81;20W;UE;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 773;n/a;positiv;-1;sehr interessante Themen
a53e6669754588d;20W;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 774;n/a;negativ;-1;
ca76fca5fb653f5;19S;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 775;n/a;neutral;-1;sehr interessante Themen
974e077c94dfc81;18W;VC;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 776;n/a;positiv;-1;auf Studierende eingegangen
959353896063576;19S;VC;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 777;n/a;positiv;-1;sympathischer LV-Leiter
277f6a00a09fc6d;18W;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 778;n/a;;-1;auf Studierende eingegangen
ca76fca5fb653f5;16S;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 779;n/a;neutral;-2;sympathischer LV-Leiter
a53e6669754588d;20W;UE;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 780;n/a;negativ;-2;auf Studierende eingegangen
974e077c94dfc81;16S;VO;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 781;n/a;neutral;-1;sympathischer LV-Leiter
a53e6669754588d;18W;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 782;n/a;;-1;sympathischer LV-Leiter
a53e6669754588d;20W;PS;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 783;n/a;;-2;
277f6a00a09fc6d;19S;PS;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 784;n/a;;-1;auf Studierende eingegangen
757aeb0f3e66c44;17S;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 785;n/a;negativ;-2;gut strukturierte LV
277f6a00a09fc6d;20W;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 786;n/a;;-1;
974e077c94dfc81;18W;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 787;n/a;negativ;-1;sympathischer LV-Leiter
277f6a00a09fc6d;18W;UE;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 788;n/a;;-1;
757aeb0f3e66c44;17S;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 789;n/a;neutral;-2;sehr interessante Themen
ca76fca5fb653f5;16S;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 790;n/a;neutral;-1;auf Studierende eingegangen
277f6a00a09fc6d;20W;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 791;n/a;positiv;-1;sehr interessante Themen
974e077c94dfc81;20W;UE;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 792;n/a;positiv;-1;
a53e6669754588d;20W;PS;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 793;n/a;neutral;-2;sympathischer LV-Leiter
277f6a00a09fc6d;19S;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 794;n/a;neutral;-1;sympathischer LV-Leiter
a53e6669754588d;17S;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 795;n/a;neutral;-2;
974e077c94dfc81;20W;VC;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 796;n/a;neutral;-1;gut strukturierte LV
974e077c94dfc81;17S;VO;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 797;n/a;neutral;-2;
ca76fca5fb653f5;17S;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 798;n/a;negativ;-2;sympathischer LV-Leiter
ca76fca5fb653f5;19S;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 799;n/a;;-1;gut strukturierte LV
757aeb0f3e66c44;17S;UE;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 800;n/a;;-2;sehr interessante Themen
a53e6669754588d;16S;VO;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 801;n/a;negativ;-1;
a53e6669754588d;20W;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 802;n/a;;-1;
959353896063576;20W;VC;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 803;n/a;;-1;auf Studierende eingegangen
959353896063576;17S;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 804;n/a;;-2;auf Studierende eingegangen
ca76fca5fb653f5;18W;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 805;n/a;neutral;-1;
974e077c94dfc81;16S;PS;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 806;n/a;positiv;-2;
a53e6669754588d;19S;PS;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 807;n/a;neutral;-2;
277f6a00a09fc6d;16S;VC;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 808;n/a;neutral;-1;auf Studierende eingegangen
ca76fca5fb653f5;18W;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 809;n/a;negativ;-1;
959353896063576;17S;PS;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 810;n/a;negativ;-2;sympathischer LV-Leiter
277f6a00a09fc6d;17S;UE;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 811;n/a;negativ;-2;sympathischer LV-Leiter
959353896063576;17S;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 812;n/a;neutral;-2;
959353896063576;19S;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 813;n/a;neutral;-2;sympathischer LV-Leiter
a53e6669754588d;17S;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 814;n/a;neutral;-2;auf Studierende eingegangen
a53e6669754588d;20W;UE;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 815;n/a;;-1;sympathischer LV-Leiter
757aeb0f3e66c44;17S;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 816;n/a;;-1;auf Studierende eingegangen
277f6a00a09fc6d;17S;PS;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 817;n/a;negativ;-1;auf Studierende eingegangen
277f6a00a09fc6d;16S;PS;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 818;n/a;negativ;-1;gut strukturierte LV
959353896063576;19S;VO;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 819;n/a;negativ;-2;sympathischer LV-Leiter
277f6a00a09fc6d;17S;PS;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 820;n/a;;-1;auf Studierende eingegangen
959353896063576;19S;VO;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 821;n/a;positiv;-2;
ca76fca5fb653f5;19S;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 822;n/a;negativ;-1;
a53e6669754588d;20W;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 823;n/a;neutral;-2;sehr interessante Themen
974e077c94dfc81;18W;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 824;n/a;negativ;-1;sehr interessante Themen
a53e6669754588d;20W;VO;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 825;n/a;neutral;-1;auf Studierende eingegangen
277f6a00a09fc6d;16S;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 826;n/a;positiv;-1;auf Studierende eingegangen
757aeb0f3e66c44;16S;VO;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 827;n/a;;-2;auf Studierende eingegangen
757aeb0f3e66c44;19S;VO;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 828;n/a;;-1;
757aeb0f3e66c44;16S;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 829;n/a;positiv;-1;
974e077c94dfc81;18W;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 830;n/a;;-2;sehr interessante Themen
a53e6669754588d;18W;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 831;n/a;positiv;-1;auf Studierende eingegangen
a53e6669754588d;18W;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 832;n/a;;-1;sympathischer LV-Leiter
ca76fca5fb653f5;16S;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 833;n/a;;-2;
974e077c94dfc81;16S;UE;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 834;n/a;neutral;-1;auf Studierende eingegangen
ca76fca5fb653f5;16S;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 835;n/a;neutral;-2;gut strukturierte LV
959353896063576;20W;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 836;n/a;;-2;auf Studierende eingegangen
277f6a00a09fc6d;17S;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 837;n/a;neutral;-1;gut strukturierte LV
a53e6669754588d;18W;PS;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 838;n/a;positiv;-2;sympathischer LV-Leiter
974e077c94dfc81;19S;VO;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 839;n/a;;-2;auf Studierende eingegangen
a53e6669754588d;20W;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 840;n/a;negativ;-1;sympathischer LV-Leiter
a53e6669754588d;16S;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 841;n/a;negativ;-1;
a53e6669754588d;20W;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 842;n/a;neutral;-1;
959353896063576;16S;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 843;n/a;positiv;-1;auf Studierende eingegangen
ca76fca5fb653f5;19S;UE;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 844;n/a;;-2;
ca76fca5fb653f5;19S;PS;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 845;n/a;negativ;-2;sehr interessante Themen
a53e6669754588d;20W;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 846;n/a;positiv;-2;sehr interessante Themen
277f6a00a09fc6d;19S;VC;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 847;n/a;positiv;-2;auf Studierende eingegangen
a53e6669754588d;16S;PS;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 848;n/a;neutral;-1;
a53e6669754588d;18W;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 849;n/a;neutral;-1;
959353896063576;18W;VC;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 850;n/a;positiv;-2;auf Studierende eingegangen
959353896063576;20W;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 851;n/a;;-1;
a53e6669754588d;19S;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 852;n/a;;-1;
757aeb0f3e66c44;20W;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 853;n/a;negativ;-2;sehr interessante Themen
974e077c94dfc81;19S;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 854;n/a;;-2;gut strukturierte LV
959353896063576;19S;UE;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 855;n/a;neutral;-1;gut strukturierte LV
277f6a00a09fc6d;19S;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 856;n/a;;-2;auf Studierende eingegangen
ca76fca5fb653f5;18W;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 857;n/a;positiv;-1;sehr interessante Themen
ca76fca5fb653f5;16S;VC;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 858;n/a;neutral;-1;gut strukturierte LV
757aeb0f3e66c44;18W;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 859;n/a;negativ;-1;sympathischer LV-Leiter
974e077c94dfc81;18W;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 860;n/a;positiv;-1;sympathischer LV-Leiter
974e077c94dfc81;17S;PS;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 861;n/a;positiv;-2;
a53e6669754588d;19S;VO;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 862;n/a;negativ;-1;auf Studierende eingegangen
ca76fca5fb653f5;20W;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 863;n/a;negativ;-2;
974e077c94dfc81;18W;PS;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 864;n/a;neutral;-1;sehr interessante Themen
a53e6669754588d;18W;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 865;n/a;positiv;-1;sympathischer LV-Leiter
974e077c94dfc81;16S;UE;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 866;n/a;negativ;-2;sehr interessante Themen
a53e6669754588d;17S;VO;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 867;n/a;negativ;-2;sympathischer LV-Leiter
974e077c94dfc81;20W;PS;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 868;n/a;;-2;gut strukturierte LV
a53e6669754588d;18W;UE;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 869;n/a;;-2;auf Studierende eingegangen
974e077c94dfc81;16S;VO;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 870;n/a;negativ;-1;
757aeb0f3e66c44;20W;PS;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 871;n/a;positiv;-2;gut strukturierte LV
757aeb0f3e66c44;18W;VC;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 872;n/a;neutral;-2;auf Studierende eingegangen
277f6a00a09fc6d;18W;VO;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 873;n/a;;-1;sympathischer LV-Leiter
974e077c94dfc81;18W;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 874;n/a;;-2;auf Studierende eingegangen
a53e6669754588d;18W;UE;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 875;n/a;negativ;-1;
974e077c94dfc81;20W;VO;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 876;n/a;positiv;-1;
a53e6669754588d;20W;VC;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 877;n/a;;-1;
959353896063576;19S;VO;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 878;n/a;;-1;
959353896063576;17S;VC;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 879;n/a;positiv;-2;
277f6a00a09fc6d;16S;UE;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 880;n/a;positiv;-2;sympathischer LV-Leiter
959353896063576;18W;VC;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 881;n/a;negativ;-2;auf Studierende eingegangen
ca76fca5fb653f5;16S;UE;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 882;n/a;neutral;-1;
ca76fca5fb653f5;16S;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 883;n/a;positiv;-2;
ca76fca5fb653f5;16S;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 884;n/a;neutral;-1;sympathischer LV-Leiter
a53e6669754588d;17S;UE;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 885;n/a;positiv;-2;
ca76fca5fb653f5;19S;UE;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 886;n/a;;-2;sehr interessante Themen
959353896063576;19S;PS;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 887;n/a;positiv;-2;
a53e6669754588d;18W;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 888;n/a;neutral;-2;sympathischer LV-Leiter
a53e6669754588d;20W;PS;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 889;n/a;negativ;-1;gut strukturierte LV
974e077c94dfc81;17S;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 890;n/a;positiv;-1;sympathischer LV-Leiter
ca76fca5fb653f5;20W;VO;1.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 891;n/a;positiv;-1;gut strukturierte LV
959353896063576;16S;PS;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 892;n/a;positiv;-1;auf Studierende eingegangen
a53e6669754588d;18W;PS;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 893;n/a;negativ;-2;
a53e6669754588d;19S;UE;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 894;n/a;;-2;auf Studierende eingegangen
757aeb0f3e66c44;18W;VO;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 895;n/a;neutral;-2;sympathischer LV-Leiter
277f6a00a09fc6d;18W;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 896;n/a;negativ;-1;sympathischer LV-Leiter
ca76fca5fb653f5;18W;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 897;n/a;negativ;-1;sympathischer LV-Leiter
757aeb0f3e66c44;18W;UE;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 898;n/a;neutral;-2;gut strukturierte LV
a53e6669754588d;20W;VC;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 899;n/a;negativ;-2;gut strukturierte LV
757aeb0f3e66c44;19S;UE;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 900;n/a;neutral;-2;
959353896063576;16S;PS;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 901;n/a;positiv;-1;
757aeb0f3e66c44;18W;VC;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 902;n/a;neutral;-1;auf Studierende eingegangen
277f6a00a09fc6d;18W;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 903;n/a;;-2;
757aeb0f3e66c44;20W;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 904;n/a;;-1;
974e077c94dfc81;18W;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 905;n/a;;-1;sehr interessante Themen
277f6a00a09fc6d;18W;VO;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 906;n/a;;-2;sehr interessante Themen
959353896063576;18W;VO;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 907;n/a;positiv;-2;sympathischer LV-Leiter
a53e6669754588d;17S;UE;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 908;n/a;negativ;-1;gut strukturierte LV
757aeb0f3e66c44;16S;VC;1.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 909;n/a;;-2;sympathischer LV-Leiter
974e077c94dfc81;16S;VC;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 910;n/a;neutral;-2;
959353896063576;18W;VC;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 911;n/a;neutral;-1;gut strukturierte LV
277f6a00a09fc6d;16S;PS;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 912;n/a;negativ;-1;sehr interessante Themen
959353896063576;20W;VC;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 913;n/a;;-1;auf Studierende eingegangen
a53e6669754588d;20W;UE;2.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 914;n/a;;-1;sympathischer LV-Leiter
974e077c94dfc81;18W;UE;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 915;n/a;neutral;-2;gut strukturierte LV
757aeb0f3e66c44;16S;VC;2.0;1.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 916;n/a;positiv;-1;sympathischer LV-Leiter
757aeb0f3e66c44;20W;UE;2.0;2.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 917;n/a;;-1;sympathischer LV-Leiter
959353896063576;20W;VO;1.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 918;n/a;neutral;-2;auf Studierende eingegangen
959353896063576;18W;PS;1.0;5.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 919;n/a;negativ;-2;sehr interessante Themen
974e077c94dfc81;16S;PS;2.0;3.0;50;genehmigt;Uni;FREITEXT;Das ist der Fragetext 920;n/a;positiv;-1;
